username,nom,categorie,instagram_followers,instagram_following,instagram_posts,tiktok_followers,youtube_subscribers,youtube_views,score_influence,niveau,audience_totale,categorie_encoded,ratio_ff,nb_plateformes
a.l.a_official,A.L.A Official,Rap,1800000,762,4,50800,0,0,39,Mega,1850800,10,0.0004233330981482788,2
dali_benjemaa,Dali Benjemaa,Actors,1100000,861,173,0,0,0,39,Mega,1100000,0,0.0007827265611576716,1
youssef_msekni,Youssef Msekni,Sport,1200000,686,415,0,0,0,39,Mega,1200000,12,0.0005716661902781748,1
sanfara7050,Sanfara7050,Rap,2200000,196,37,713500,0,0,39,Mega,2913500,10,8.909086859505973e-05,2
onsjabeur,Onsjabeur,Sport,1300000,286,444,0,0,0,39,Mega,1300000,12,0.00021999983076936096,1
aymenabdennour_,Aymenabdennour,Sport,2600000,2200,429,0,0,0,39,Mega,2600000,12,0.0008461535207101844,1
lotfiabdelli,Lotfiabdelli,Actors,2200000,5100,55,47600,0,0,39,Mega,2247600,0,0.002318180764463289,2
yassinebengamra,Yassinebengamra,Actors,1300000,1400,205,0,0,0,39,Mega,1300000,0,0.0010769222485213473,1
chirinelajmi,Chirinelajmi,Singer,1000000,1500,97,290600,0,0,39,Mega,1290600,11,0.0014999985000015,2
mastersina_official,Mastersina Official,Rap,1300000,196,10,270000,0,0,39,Mega,1570000,10,0.00015076911479298862,2
midouch_talbi,Midouch Talbi,Fashion,1100000,2100,62,130300,0,0,39,Mega,1230300,2,0.0019090891735552968,2
salemmonsieur,Salemmonsieur,Humor,738100,746,77,311900,0,0,39,Mega,1050000,5,0.0010107017874247562,2
sahri.bahri,Sahri.Bahri,Video Blogger,685700,993,212,121,0,0,38,Macro,685821,15,0.001448153057965498,2
onshm,Onshm,Fashion,688100,756,474,57,0,0,38,Macro,688157,2,0.0010986759211220447,2
nasseem_ziadia,Nasseem Ziadia,Actors,768800,819,212,228500,0,0,38,Macro,997300,0,0.0010652951804172991,2
rihem_ben_alaya,Rihem Ben Alaya,Actors,594000,467,144,68700,0,0,38,Macro,662700,0,0.0007861939626364265,2
habibaghribi,Habibaghribi,Sport,514700,2100,581,0,0,0,38,Macro,514700,12,0.004080038702081403,1
ahmed.riabi,Ahmed.Riabi,Video Blogger,517299,1200,177,424,0,0,38,Macro,517723,15,0.002319737096462401,2
juliachaouachi,Juliachaouachi,Actors,760800,7500,463,22700,0,0,38,Macro,783500,0,0.009858031206583587,2
ali_zitouni,Ali Zitouni,Sport,374700,501,361,264600,0,0,38,Macro,639300,12,0.001337066087360322,2
ghalia.salhi,Ghalia.Salhi,Lifestyle,553000,114,121,1,0,0,38,Macro,553001,6,0.00020614790931661967,2
ahmed_kafon.officiel,Ahmed Kafon.Officiel,Singer,689300,213,167,71800,0,0,38,Macro,761100,11,0.0003090086914134754,2
sarra__cherif,Sarra  Cherif,Fashion,642800,1400,248,3100,0,0,38,Macro,645900,2,0.0021779679869819743,2
si_nacer,Si Nacer,Video Blogger,370300,1600,342,450400,0,0,38,Macro,820700,15,0.004320809287579564,2
lacrazyrevolution,Lacrazyrevolution,Humor,495100,1000,205,59900,0,0,38,Macro,555000,5,0.0020197899014544507,2
ammarjemal5,Ammarjemal5,Sport,556200,388,184,796,0,0,38,Macro,556996,12,0.0006975895404718798,2
leilabenkhalifaofficial,Leilabenkhalifaofficial,Modeling,1000000,730,716,0,0,0,38,Mega,1000000,8,0.00072999927000073,1
naoufelouertani,Naoufelouertani,TV Host,641400,1100,869,0,0,0,38,Macro,641400,13,0.0017149957670786295,1
medislambouglia,Medislambouglia,Sport,469300,443,295,215700,0,0,38,Macro,685000,12,0.000943957076588373,2
benalouaneyohan,Benalouaneyohan,Sport,558100,379,486,111,0,0,38,Macro,558211,12,0.000679088552072116,2
aymenlessigue,Aymenlessigue,Singer,98600,1200,926,5900,0,0,37,Macro,104500,11,0.012170261964888794,2
nejibbelkadhi,Nejibbelkadhi,Actors,261700,1300,1100,0,0,0,37,Macro,261700,0,0.0049675010794761965,1
ksourimaya,Ksourimaya,TV Host,161500,1800,1500,0,0,0,37,Macro,161500,13,0.011145441823889636,1
najla_chtourou,Najla Chtourou,Lifestyle,123300,4800,969,23200,0,0,37,Macro,146500,6,0.038929124662411496,2
kenzaachiha,Kenzaachiha,Modeling,240900,2100,622,2600,0,0,37,Macro,243500,8,0.008717273900897049,2
afefjnifen,Afefjnifen,Fashion,282100,50,1700,0,0,0,37,Macro,282100,2,0.0001772414844328804,1
raouf_maher,Raouf Maher,Singer,211200,69,909,546,0,0,37,Macro,211746,11,0.0003267029985653477,2
ibaa_hamli,Ibaa Hamli,Actors,399200,3100,1000,253,0,0,37,Macro,399453,0,0.007765511609439856,2
benromdhaneolfa,Benromdhaneolfa,Singer,334000,876,633,1100,0,0,37,Macro,335100,11,0.0026227466384831184,2
tunisian.kitchen,Tunisian.Kitchen,Food,310500,1000,2400,0,0,0,37,Macro,310500,3,0.00322060154395638,1
imen_mehrzi,Imen Mehrzi,Singer,130900,766,516,1700,0,0,37,Macro,132600,11,0.005851750559583197,2
cherifa_naffeti,Cherifa Naffeti,Modeling,114400,627,1000,1300,0,0,37,Macro,115700,8,0.0054807213223660636,2
nahdi.dali.officiel,Nahdi.Dali.Officiel,Actors,431300,460,3400,0,0,0,37,Macro,431300,0,0.0010665405366553752,1
mariemsabbagh,Mariemsabbagh,Lifestyle,323200,1000,1600,0,0,0,37,Macro,323200,6,0.0030940498327666067,1
itsfarahyasmine,Itsfarahyasmine,Travel,266200,4100,869,12,0,0,37,Macro,266212,14,0.015401895560121863,2
rabaa_essefi_officiel_,Rabaa Essefi Officiel,Actors,341400,1300,713,95600,0,0,37,Macro,437000,0,0.0038078388756916355,2
inessbousselmi,Inessbousselmi,Food,161800,1000,1100,0,0,0,37,Macro,161800,3,0.006180431517728568,1
rochdi_belgasmi,Rochdi Belgasmi,Lifestyle,118000,348,573,58600,0,0,37,Macro,176600,6,0.0029491275497665276,2
sanabencheikhlarbi,Sanabencheikhlarbi,Actors,368000,990,823,1100,0,0,37,Macro,369100,0,0.002690210080950867,2
mariem.nourddine,Mariem.Nourddine,Singer,439000,699,1200,0,0,0,37,Macro,439000,11,0.0015922514982881588,1
khawla_in_the_kitchen_,Khawla In The Kitchen,Food,181500,1000,606,1100,0,0,37,Macro,182600,3,0.005509611517291916,2
diotisdiaries,Diotisdiaries,Lifestyle,315300,1700,739,9000,0,0,37,Macro,324300,6,0.005391673353398816,2
kenzafourati,Kenzafourati,Modeling,127700,4800,1700,0,0,0,37,Macro,127700,8,0.03758780275800503,1
khemissi_imen,Khemissi Imen,Lifestyle,119700,2200,631,2500,0,0,37,Macro,122200,6,0.01837912799391818,2
nassimraissiofficial,Nassimraissiofficial,Singer,393900,1200,506,21,0,0,37,Macro,393921,11,0.0030464507579315613,2
khawlaboukhris,Khawlaboukhris,Lifestyle,179100,1500,867,50,0,0,37,Macro,179150,6,0.008375162617740827,2
sayayassine,Sayayassine,Lifestyle,335000,450,574,161,0,0,37,Macro,335161,6,0.0013432795722997841,2
safwenboufarwa,Safwenboufarwa,Food,306900,992,675,129,0,0,37,Macro,307029,3,0.0032323127001867053,2
sabrinetrifi,Sabrinetrifi,Lifestyle,112300,3100,802,6600,0,0,37,Macro,118900,6,0.027604384644838425,2
artmastaofficiel,Artmastaofficiel,Rap,448300,152,888,238,0,0,37,Macro,448538,10,0.00033905790975259924,2
asmamek,Asmamek,Lifestyle,361900,4400,680,6900,0,0,37,Macro,368800,6,0.012158021116272129,2
sandy.aly,Sandy.Aly,Actors,360100,462,1100,0,0,0,37,Macro,360100,0,0.001282973388021694,1
tarabine,Tarabine,Lifestyle,53600,5500,2000,22,0,0,36,Micro,53622,6,0.10261002593235201,2
vitalunaspirit,Vitalunaspirit,Travel,71300,1200,1200,97,0,0,36,Micro,71397,14,0.016830058484453233,2
chouchoutas,Chouchoutas,Lifestyle,66800,7400,1200,308,0,0,36,Micro,67108,6,0.11077678477867098,2
narjessrkaiek,Narjessrkaiek,Lifestyle,70600,7500,1100,1100,0,0,36,Micro,71700,6,0.10623078993215393,2
soumow,Soumow,Lifestyle,62600,453,2000,219,0,0,36,Micro,62819,6,0.0072363061292950595,2
yousr.fg,Yousr.Fg,Lifestyle,1500000,518,68,0,0,0,34,Mega,1500000,6,0.0003453331031112646,1
souhir_ben_amara,Souhir Ben Amara,Actors,728600,932,349,0,0,0,33,Macro,728600,0,0.0012791637672745439,1
rym_ben_messaoud,Rym Ben Messaoud,Actors,802600,2800,312,0,0,0,33,Macro,802600,0,0.0034886575022956613,1
asmafehri_officiel,Asmafehri Officiel,Lifestyle,919200,2400,281,0,0,0,33,Macro,919200,6,0.0026109632169677797,1
lina_khouili,Lina Khouili,Lifestyle,555500,1100,171,0,0,0,33,Macro,555500,6,0.00198019445509549,1
abir_azl,Abir Azl,Lifestyle,171700,996,795,0,0,0,32,Macro,171700,6,0.005800781591254565,1
eyadaghnoujofficial,Eyadaghnoujofficial,Singer,57100,674,159,152900,0,0,32,Macro,210000,11,0.011803646170820126,2
elgeneralofficial,Elgeneralofficial,Singer,139800,166,353,6,0,0,32,Macro,139806,11,0.0011874020929750146,2
jebaliaziz,Jebaliaziz,Actors,419900,409,492,2,0,0,32,Macro,419902,0,0.0009740391187446565,2
bilelmissaoui,Bilelmissaoui,TV Host,293400,1100,804,0,0,0,32,Macro,293400,13,0.0037491351426886753,1
nour_guiga,Nour Guiga,Modeling,124800,1200,813,0,0,0,32,Macro,124800,8,0.009615307569650884,1
nada_mezni_hafaiedh,Nada Mezni Hafaiedh,Lifestyle,227300,994,135,805,0,0,32,Macro,228105,6,0.004373055991834616,2
wajdi.lakhal,Wajdi.Lakhal,Singer,98700,1000,232,3100,0,0,32,Macro,101800,11,0.010131609608818553,2
kalthoumhandous,Kalthoumhandous,TV Host,224200,51,915,0,0,0,32,Macro,224200,13,0.0002274744537267898,1
yasmeenayari_,Yasmeenayari,Lifestyle,298900,1100,194,116500,0,0,32,Macro,415400,6,0.0036801482765196503,2
emna_marouani,Emna Marouani,Modeling,70100,734,162,93900,0,0,32,Macro,164000,8,0.010470606696052837,2
aziz__bey,Aziz  Bey,Actors,205900,315,424,1,0,0,32,Macro,205901,0,0.0015298614382640201,2
slimhal,Slimhal,Doctor,132000,2300,299,85,0,0,32,Macro,132085,1,0.017424110423405883,2
molka_g,Molka G,Makeup Artist,138300,1200,690,0,0,0,32,Macro,138300,7,0.008676726849408175,1
chebbialaaofficiel,Chebbialaaofficiel,TV Host,443500,1700,223,14,0,0,32,Macro,443514,13,0.003833136791123357,2
hanayaich,Hanayaich,Food,272600,3200,465,1000,0,0,32,Macro,273600,3,0.011738768383094705,2
hassendosss,Hassendosss,Singer,105500,136,717,0,0,0,32,Macro,105500,11,0.0012890873072293153,1
rimbougamra,Rimbougamra,TV Host,290400,409,400,734,0,0,32,Macro,291134,13,0.0014083973540036019,2
mouraderouge,Mouraderouge,Video Blogger,413200,1300,397,13200,0,0,32,Macro,426400,15,0.003146168571712072,2
hachemgaddouch,Hachemgaddouch,Video Blogger,305000,766,405,38600,0,0,32,Macro,343600,15,0.002511467175517457,2
sandra_chihaoui,Sandra Chihaoui,TV Host,410300,324,102,1,0,0,32,Macro,410301,13,0.0007896641733751563,2
djtora_official,Djtora Official,Singer,306200,190,452,2100,0,0,32,Macro,308300,11,0.0006205074444564191,2
horcujet,Horcujet,Video Blogger,348000,1500,186,19,0,0,32,Macro,348019,15,0.004310332441573444,2
marwa.benali.712,Marwa.Benali.712,Food,161900,2300,784,0,0,0,32,Macro,161900,3,0.014206212438465482,1
ichraqqamar,Ichraqqamar,Singer,343300,463,161,13700,0,0,32,Macro,357000,11,0.0013486707000562189,2
iheb_msekni_10,Iheb Msekni 10,Sport,155000,244,108,1,0,0,32,Macro,155001,12,0.0015741833923652105,2
cuisine__imen,Cuisine  Imen,Food,148800,605,352,123,0,0,32,Macro,148923,3,0.004065832890907992,2
cherifouali,Cherifouali,Photographer,138800,3200,442,24100,0,0,32,Macro,162900,9,0.02305458894388369,2
rahma_mdallaa,Rahma Mdallaa,Lifestyle,383900,7400,254,7800,0,0,32,Macro,391700,6,0.01927580287626237,2
steevy_aymen,Steevy Aymen,Makeup Artist,341600,995,424,11,0,0,32,Macro,341611,7,0.002912754939241981,2
amin_hajri,Amin Hajri,Fashion,36200,1400,1300,0,0,0,31,Micro,36200,2,0.038672964835225546,1
nejibbelhassen,Nejibbelhassen,Actors,69300,967,530,29400,0,0,31,Micro,98700,0,0.013953622602848444,2
litayem_zied,Litayem Zied,Actors,12900,1100,1200,0,0,0,31,Micro,12900,0,0.08526470816215798,1
jnaynaa,Jnaynaa,Lifestyle,83800,5200,2000,0,0,0,31,Micro,83800,6,0.06205176549205857,1
ankh_nh,Ankh Nh,Lifestyle,47100,1800,1600,0,0,0,31,Micro,47100,6,0.038215749134837905,1
tunisianyogini,Tunisianyogini,Sport,20100,3100,1100,0,0,0,31,Micro,20100,12,0.1542211830257201,1
chekra_rammeh,Chekra Rammeh,Actors,83400,496,573,442,0,0,31,Micro,83842,0,0.005947170897231448,2
dalinsomnia,Dalinsomnia,Travel,38600,997,1800,0,0,0,31,Micro,38600,14,0.025828346415895962,1
